415408           2004  1  15  15  0   0.097     
415408           2004  1  15  19  0   0.096     
415408           2004  1  16  2  0    0.097     
415408           2004  1  17  7  0    0.267     
415408           2004  1  17  8  0    0.133     
415408           2004  1  17  10  0   0.133     
415408           2004  1  17  13  0   0.134     
415408           2004  1  17  14  0   0.133     
415408           2004  1  17  15  0   0.133     
415408           2004  1  17  16  0   0.267     
415408           2004  1  17  17  0   0.267     
415408           2004  1  17  18  0   0.133     
415408           2004  1  17  20  0   0.133     
415408           2004  1  17  22  0   0.134     
415408           2004  1  17  24  0   0.133     
415408           2004  2  11  12  0   0.012     
415408           2004  2  11  14  0   0.024     
415408           2004  2  11  19  0   0.012     
415408           2004  2  11  21  0   0.012     
415408           2004  2  13  18  0   0.010     
415408           2004  2  13  20  0   0.020     
415408           2004  2  13  22  0   0.010     
415408           2004  2  13  23  0   0.010     
415408           2004  2  23  4  0    0.035     
415408           2004  2  23  5  0    0.035     
415408           2004  2  23  21  0   0.185     
415408           2004  2  23  22  0   0.093     
415408           2004  2  23  24  0   0.092     
415408           2004  2  24  7  0    0.061     
415408           2004  2  24  8  0    0.041     
415408           2004  2  24  9  0    0.040     
415408           2004  2  24  10  0   0.011     
415408           2004  2  24  12  0   0.020     
415408           2004  2  24  13  0   0.051     
415408           2004  2  24  14  0   0.020     
415408           2004  2  24  15  0   0.031     
415408           2004  2  24  16  0   0.030     
415408           2004  2  24  17  0   0.021     
415408           2004  2  24  18  0   0.051     
415408           2004  2  24  19  0   0.030     
415408           2004  2  24  20  0   0.041     
415408           2004  2  24  21  0   0.051     
415408           2004  2  24  22  0   0.030     
415408           2004  2  24  23  0   0.041     
415408           2004  2  28  22  0   0.240     
415408           2004  2  28  23  0   0.150     
415408           2004  2  28  24  0   0.142     
415408           2004  2  29  1  0    0.079     
415408           2004  2  29  2  0    0.150     
415408           2004  2  29  3  0    0.059     
415408           2004  3  1  16  0    0.006     
415408           2004  3  1  17  0    0.026     
415408           2004  3  1  18  0    0.038     
415408           2004  3  1  19  0    0.026     
415408           2004  3  1  20  0    0.006     
415408           2004  3  2  22  0    0.093     
415408           2004  3  2  23  0    0.187     
415408           2004  3  3  2  0     0.093     
415408           2004  3  3  3  0     0.093     
415408           2004  3  3  5  0     0.093     
415408           2004  3  3  24  0    0.106     
415408           2004  3  4  3  0     0.213     
415408           2004  3  4  16  0    0.043     
415408           2004  3  10  8  0    0.161     
415408           2004  3  11  16  0   0.078     
415408           2004  3  11  17  0   0.078     
415408           2004  3  11  19  0   0.077     
415408           2004  3  11  21  0   0.078     
415408           2004  3  11  22  0   0.078     
415408           2004  3  11  23  0   0.078     
415408           2004  3  11  24  0   0.077     
415408           2004  3  12  3  0    0.078     
415408           2004  4  4  7  0     0.210     
415408           2004  4  4  8  0     0.210     
415408           2004  4  4  10  0    0.105     
415408           2004  4  5  3  0     0.210     
415408           2004  4  5  4  0     0.210     
415408           2004  4  5  5  0     0.105     
415408           2004  4  5  8  0     0.011     
415408           2004  4  5  9  0     0.012     
415408           2004  4  5  14  0    0.011     
415408           2004  4  5  17  0    0.012     
415408           2004  4  5  18  0    0.011     
415408           2004  4  5  20  0    0.031     
415408           2004  4  5  21  0    0.030     
415408           2004  4  5  22  0    0.012     
415408           2004  4  5  23  0    0.019     
415408           2004  4  5  24  0    0.011     
415408           2004  4  8  16  0    0.392     
415408           2004  4  8  17  0    0.784     
415408           2004  4  8  19  0    0.098     
415408           2004  4  8  20  0    0.098     
415408           2004  4  8  23  0    0.098     
415408           2004  4  30  19  0   0.120     
415408           2004  5  8  22  0    0.540     
415408           2004  5  8  23  0    0.070     
415408           2004  5  8  24  0    0.060     
415408           2004  5  9  1  0     0.030     
415408           2004  6  3  7  0     0.131     
415408           2004  6  3  9  0     0.525     
415408           2004  6  3  10  0    0.394     
415408           2004  6  4  23  0    0.100     
415408           2004  6  4  24  0    0.300     
415408           2004  6  5  1  0     0.100     
415408           2004  6  5  3  0     0.100     
415408           2004  6  5  5  0     0.100     
415408           2004  6  5  20  0    0.103     
415408           2004  6  5  22  0    0.104     
415408           2004  6  5  23  0    0.103     
415408           2004  6  16  21  0   0.288     
415408           2004  6  16  22  0   0.192     
415408           2004  6  17  21  0   0.200     
415408           2004  6  17  22  0   0.200     
415408           2004  6  17  23  0   0.100     
415408           2004  6  17  24  0   0.200     
415408           2004  6  29  7  0    0.080     
415408           2004  6  29  9  0    0.080     
415408           2004  7  2  24  0    0.100     
415408           2004  7  6  16  0    0.100     
415408           2004  7  7  3  0     0.100     
415408           2004  7  23  17  0   0.048     
415408           2004  7  23  18  0   0.172     
415408           2004  7  25  11  0   0.373     
415408           2004  7  25  13  0   0.094     
